SCP #,Title,rating,Classification,Type,Related GOI(s),Location Notes,Author,Leaked info,Humanoid or Structure,"Animal, Computer or Extradimensional",Autonomous or Cognitohazard),"Artifact, Location or Sentient",Summary,Gender,,Ethnicity / Origins
91,Nostalgia,,safe,cognitohazard,,,,,,,cognitohazard,artifact,,,,
92,The Best of The 5th Dimension,,safe,extradimensional,Are We Cool Yet?,,,,,extradimensional,cognitohazard,,,,,
94,Miniature Event Horizon,,keter,acoustic,,,,,,,,,,,,
95,The Atomic Adventures of Ronnie Ray-Gun,,safe,document,,,,,,,,,,,,
97,Old Fairgrounds,,euclid,location,,,,,,,,location,,,,
98,Surgeon Crabs,,safe,alive,,,,,,,,,,,,
99,The Portrait,,safe,cognitohazard,,,,,,,cognitohazard,,,,,
100,Jamaican Joe's Junkyard Jubilee,,euclid,humanoid,,,,,humanoid,,,sentient / location,,,,
102,"Property of Marshall, Carter, and Dark Ltd.",,euclid,building,MC&D Ltd,,,,,,,,,,,
103,The Never-Hungry Man,,euclid,humanoid,,,,,humanoid,,,sentient,,,,
104,The Lonely Ball,,euclid,autonomous,,,,,,,autonomous,,,,,
105,Iris,,safe,humanoid,,,,,humanoid,,,sentient,,,,
108,Extradimensional Nasal Cavity,,safe,humanoid structure,,,,,humanoid / structure,,,,,,,African American
110,Subterranean City,,euclid,city,,,,,,,,,,,,
112,The Variable Coaster,,euclid,structure,,,,,structure,extradimensional,,,,,,
113,The Gender-Switcher,,safe,transfiguration,,,,,,,,,,,,
114,Bringer of Conflict,,euclid,humanoid,,,,,humanoid,,,sentient,,,,
115,Miniature Dump Truck,,safe,toy,,,,,,,,,,,,
116,The Brittle Boy,,euclid,humanoid,,,,,humanoid,,,sentient,,male,,white
117,Complete Multitool,,safe,sentient,,,,,,,,sentient,,,,
118,Nuclear Protists,,euclid,alive,,,,,,,,,,,,
119,Timecrowave,,euclid,appliance,,,,,,,,,,,,
120,Teleporting Paddling Pool,,safe,liquid,,,,,,,,,,,,
121,Concrete Cradle,,euclid,location,,,,,,,,location,,,,
123,Contained Miniature Black Hole,,euclid,spacetime,,,,,,,,,,,,
124,Fertile Soil,,euclid,transfiguration,,,,,,,,,,,,
125,Contagious Reflection,,euclid,sentient,,,,,,,,sentient,,,,
126,Invisible Friend,,euclid,humanoid,,,,,humanoid,,,sentient,,,,
127,The Living Gun,,safe,Weapon,,,,,,,,,,,,
128,Kinetic Energy Entity,,euclid,extradimensional,,,,,,extradimensional,,sentient,,,,
129,Progressive Fungal Infection,,keter,biohazard,,,,,,,,,,,,
130,Post Office,,euclid,building,,,,,,,,,,,,
132,Broken Desert,,safe,visual,,,,,,,,,,,,
134,Star-Eyed Child,,safe,humanoid,,,,,humanoid,,,sentient,,female,,Asian
135,Universal Carcinogen,,euclid,humanoid,,,,,humanoid,,,sentient,,,,
136,Naked Doll,,euclid,cognitohazard,,,,,,,cognitohazard,,,,,
138,The Ever-Living Man,,safe,humanoid,,,,,humanoid,,,sentient,,,,
139,Possible Skull of the White Div,,keter,humanoid,ORIA,,,,humanoid,,,,,,,
141,Codex Damnatio,,safe,mind-affecting,,,,,,,,,,,,
142,One-Armed Bandit,,safe,cognitohazard,,,,,,,cognitohazard,,,,,
143,The Bladewood Grove,,euclid,plant,,,,,,,,,,,,
144,Tibetan Rope to Heaven,,safe,structure,,,,,structure,,,location,,,,
145,Man-Absorbing Phone,,euclid,cognitohazard,,,,,,,cognitohazard,,,,,
146,Bronze Head of Shame,,euclid,cognitohazard,,,,,,,cognitohazard,,,,,
147,Anachronistic Television,,euclid,cognitohazard,,,,,,,cognitohazard,,,,,
148,"The ""Telekill"" Alloy",,euclid,mind-affecting,Prometheus Labs,,,,,,,,,,,
149,The Blood Flies,,keter,transfiguration,,,,,,,,,,,,
150,The Prosthetic Parasite,,euclid,parasitic,,,,,,,,,,,,
151,The Painting,,euclid,cognitohazard,,,,,,,cognitohazard,,,,,
152,Book of Endings,,safe,document,,,,,,,,,,,,
153,Drain Worms,,euclid,alive,,,,,,,,,,,,
154,Offensive Bracelets,,euclid,Weapon,,,,,,,,,,,,
155,Infinite Speed Computer,,safe,computer,Prometheus Labs,,,,,computer,,,,,,
156,Reanimating Pomegranate,,euclid,plant,,,,,,,,,,,,
157,Mimetic Predator,,euclid,animal,,,,,,animal,,,,,,
158,Soul Extractor,,euclid,ectoentropic,,,,,,,,,,,,
159,The Perfect Lock,,safe,appliance,,,,,,,,,,,,
160,Predator Drone,,euclid,autonomous,,,,,,,autonomous,,,,,
161,Pinwheel of Doom!,,euclid,toy,The Factory,,,,,,,,,,,
162,Ball of Sharp,,euclid,cognitohazard,,,,,,,cognitohazard,artifact,,,,
163,An Old Castaway,,safe,sentient,,,,,,,,sentient,,,,
164,Squid Tumors,,euclid,biohazard,,,,,,,,,,,,
165,"The Creeping, Hungry Sands of Tule",,keter,alive,,,,,,,,,,,,
166,Teenage Succubus,,euclid,humanoid,,,,,humanoid,,cognitohazard,sentient,,,,
167,Infinite Labyrinth,,safe,structure,,,,,structure,,,,,,,
168,Sentient Calculator,,safe,sentient,,,,,,,,sentient,,,,
169,The Leviathan,,keter,alive,,,,,,,,,,,,
170,A Tube of Superglue,,safe,liquid,,,,,,,,,,,,
171,Collective Brain Foam,,euclid,sentient,,,,,,,,sentient,,,,
172,The Gearman,,euclid,humanoid,,,,,humanoid,,,sentient,,,,
175,Treasure Map,,safe,map,,,,,,,,,,,,
176,Observable Time Loop,,euclid,building,,,,,,,,,,,,
177,Checkmate,,safe,autonomous,,,,,,,autonomous,,,,,
178,3-D Specs,,euclid,humanoid,,,,,humanoid,,,,,,,
179,Sauelsuesor,,thaumiel,humanoid,,,,,humanoid,,,sentient,,,,
180,Identity Thieving Hat,,euclid,clothing,,,,,,,,,,,,
181,Lucky,,safe,humanoid,,,,,humanoid,,,sentient,,,,
182,Rider,,euclid,humanoid,,,,,humanoid,,,sentient,,,,
183,Weaver,,euclid,autonomous,,,,,,,autonomous,,,,,
185,The Radio,,safe,electronic,,,,,,,,,,,,
187,Double Vision,,safe,humanoid,,,,,humanoid,,,sentient,,female,,white
188,The Craftsman,,safe,autonomous,,,,,,,autonomous,,,,,
189,Hair-Imitating Parasite,,safe,parasitic,,,,,,,,,,,,
190,A Prize Toybox,,safe,cognitohazard,Herman Fuller,,,,,,cognitohazard,,,,,
191,Cyborg Child,,safe,humanoid,,,,,humanoid,computer,,sentient,,,,
192,Flawless X-Ray Machine,,safe,visual,,,,,,,,,,,,
193,The Tissue Snail,,safe,container,,,,,,,,,,,,
194,Carrion Host,,euclid,transfiguration,,,,,,,,,,,,
195,"A ""Medicinal Whiskey""",,euclid,liquid,,,,,,,,,,,,
196,Time Paradox,,euclid,humanoid,,,,,humanoid,,,sentient,,,,African American
197,The Greenhouse,,safe,sentient,,,,,,,,sentient,,,,
198,Cup of Joe,,euclid,liquid,,,,,,,,,,,,
199,Ferns,,euclid,biohazard,Chaos Insurgency,,,,,,,,,,,
200,Chrysalis,,euclid,humanoid,,,,,humanoid,,,,,,,
201,The Empty World,,euclid,extradimensional,,,,,,extradimensional,,,,,,
202,The Rewind Man,,safe,humanoid,,,,,humanoid,,,sentient,,Male,,Asian
203,Tortured Iron Soul,,euclid,humanoid,,,,,humanoid,,cognitohazard,sentient,,,,
204,The Protector,,keter,humanoid,,,,,humanoid,,,,,,,
205,Shadow Lamps,,euclid,humanoid,,,,,humanoid,,,,,,,
206,The Voyager,,euclid,visual,,,,,,,,,,,,
207,Cola Bottles,,safe,liquid,,,,,,,,,,,,
208,Bes,,safe,humanoid,,,,,humanoid,,,sentient,,,,
209,The Sadist's Tumbler,,euclid,container,,,,,,,,,,,,
210,Flooded House,,safe,building,,,,,,,,,,,,
211,Paper-Covered Building,,safe,autonomous,,,,,,,autonomous,,,,,
212,The Improver,,safe,transfiguration,,,,,,,,,,,,
213,Anti-Matter Parasite,,euclid,humanoid,,,,,humanoid,,,sentient,,,,
214,Hemotopian Virus,,euclid,humanoid,,,,,humanoid,,,,,,,
215,Paranoia-Inducing Spectacles,,safe,clothing,,,,,,,,,,,,
216,The Safe,,safe,extradimensional,,,,,,extradimensional,,,,,,
217,The Clockwork Virus,,keter,transfiguration,Broken God,,,,,,,,,,,
218,Lamprey-Mass Organism,,euclid,animal,,,,,,animal,,sentient,,,,
219,Resonance Engine,,safe,geological,,,,,,,,,,,,
220,Two's Company,,safe,humanoid,,,,,humanoid,,cognitohazard,,,,,
221,Compulsion Tweezers,,safe,tool,,,,,,,,,,,,
222,Clone Coffin,,euclid,location,,,,,,,,location,,,,
224,Grandfather Clock,,euclid,acoustic,,,,,,,,,,,,
225,Unstoppable and Immovable,,euclid,metallic,,,,,,,,,,,,
226,Puzzle Of Terror,,safe,autonomous,,,,,,,autonomous,,,,,
227,Complete Antikythera Mechanism,,safe,computer,,,,,,computer,,,,,,
228,Psychiatric Diagnostic Tool,,safe,visual,,,,,,,,,,,,
229,Wire Weed,,euclid,autonomous,,,,,,,autonomous,,,,,
230,The Gayest Man Alive,,euclid,humanoid,,,,,humanoid,,,sentient,,male,,white
232,Jack Proton's Atomic Zapper,,safe,cognitohazard,,,,,,,cognitohazard,,,,,
233,23-Sided Polyhedron,,keter,mathematical,,,,,,,,,,,,
234,Extradimensional Fish,,euclid,extradimensional animal,,,,,,extradimensional / animal,,,,,,
235,Phonographic Records,,safe,temporal,,,,,,,,,,,,
236,"Mimic ""Crabs""",,keter,hive-mind,,,,,,,,,,,,
237,Modern-Day Pygmalion,,safe,humanoid,,,,,humanoid,,,,,,,Japanese
238,Building Complex,,keter,structure,,,,,structure,,,location,,,,
239,The Witch Child,,keter,humanoid,,,,,humanoid,,,sentient,,,,
240,Breath-Powered Flying Machine,,safe,extradimensional,Unusual Incidents U.,,,,,extradimensional,,,,,,
242,"Self ""Cleaning"" Pool",,safe,structure,,,,,structure,,,,,,,
243,Animation,,safe,autonomous,,,,,,,autonomous,artifact,,,,
244,Ice Fog Jar,,euclid,autonomous,Chaos Insurgency,,,,,,autonomous,,,,,
245,SCP-RPG,,safe,sentient,,,,,,,,sentient,,,,
246,Prophetic Projector,,safe,artifact,,,,,,,,artifact,,,,
247,A Harmless Kitten,,euclid,animal,,,,,,animal,cognitohazard,sentient,,,,
248,110%,,safe,artifact,The Factory,,,,,,,artifact,,,,
249,The Random Door,,euclid,portal,,,,,,,,,,,,
250,Most of an Allosaurus,,euclid,autonomous,,,,,,,autonomous,sentient,,,,
252,Humboldt Squid,,safe,animal,,,,,,animal,cognitohazard,,,,,
253,The Cancer Plague,,euclid,hive-mind,,,,,,,,,,,,
254,Employee of the Month,,safe,humanoid,,,,,humanoid,,,artifact / sentient,,,,
255,Base Eleven Disorder,,keter,extraterrestrial,,,,,,,,,,,,
256,Trapped in the Typewriter,,euclid,appliance,,,,,,,,,,,,
257,Professor William Woodsworth’s Collection of Curiosities,,euclid,extradimensional animal,,,,,,extradimensional / animal,autonomous,location,,,,
258,Weeping Frog,,safe,liquid,,,,,,,,,,,,
259,The Weisenglass Spiral,,keter,visual,,,,,,,,,,,,
260,The Tracking Stone,,euclid,autonomous,,,,,,,autonomous,,,,,
262,A Coat of Many Arms,,euclid,extradimensional,,,,,,extradimensional,,,,,,
264,Skeleton Temple,,safe,sentient,,,,,,,,sentient,,,,
265,Black Volga,,euclid,autonomous,,,,,,,autonomous,sentient,,,,
267,Tumorvore,,euclid,alive,,,,,,,,,,,,
268,Cap of Neglect,,euclid,clothing,Serpents Hand,,,,,,,,,,,
270,Secluded Telephone,,euclid,mathematical,,,,,,,,,,,,
271,Inscribed Disc,,keter,artifact,Broken God,,,,,,,artifact,,,,
272,An Old Iron Nail,,safe,mind-affecting,,,,,,,,,,,,
273,Human Phoenix,,euclid,humanoid,,,,,humanoid,,,sentient,,woman,,Indian
274,Graffito,,keter,humanoid,,,,,humanoid,,,,,,,
275,Ironskin,,safe,humanoid,,,,,humanoid,,,,,,,
276,Time Schooner,,euclid,vehicle,,,,,,,,,,,,
277,Chalkland,,euclid,visual,,,,,,,,,,,,
278,A Large Mechanical Spider,,safe,autonomous,,,,,,,autonomous,,,,,
279,Meandering Man,,euclid,humanoid,,,,,humanoid,,,,,,,
280,Eyes in the Dark,,keter,humanoid,,,,,humanoid,,,,,,,
281,The Snooze Alarm,,safe,electronic,,,,,,,,,,,,
282,Ritual Devil Sticks,,safe,toy,,,,,,,,,,,,
283,A Rock That Falls Sideways,,safe,stone,,,,,,,,,,,,
284,The Twins,,safe,humanoid,,,,,humanoid,,,sentient,,,,
285,Mental Megaphone,,safe,electronic,,,,,,,,,,,,
287,Spectral Manifestation Sword,,euclid,humanoid,,,,,humanoid,,,,,,,
288,"The ""Stepford Marriage"" Rings",,safe,mind-affecting,,,,,,,,,,,,
289,Inertial Amplifier,,safe,stone,,,,,,,,,,,,
290,The Picasso Machine,,safe,transfiguration,,,,,,,,,,,,
291,Disassembler/Reassembler,,safe,building,,,,,,,,,,,,
292,Egg Timer of Déjà Vu,,euclid,artifact,,,,,,,,artifact,,,,
293,Obsession,,keter,cognitohazard,,,,,,,cognitohazard,,,,,
296,Armed Containment Site-03,,safe,humanoid structure,,,,,humanoid / structure,,,location,,,,
297,Steely Dan,,safe,electronic,,,,,,,,,,,,
298,The Blood Organ,,safe,transfiguration,,,,,,,,,,,,
299,Infectious Tree,,keter,plant,,,,,,,,,,,,
300,A World in a Bottle,,safe,visual,,,,,,,,,,,,
301,Teleporter,,euclid,location,,,,,,,,location,,,,
302,Ant Sculpture,,safe,ectoentropic,,,,,,,,,,,,
303,The Doorman,,euclid,humanoid,,,,,humanoid,,,sentient,,,,
304,The Signal,,safe,extraterrestrial,,,,,,,,,,,,
305,The Whisperer,,euclid,humanoid,,,,,humanoid,,cognitohazard,,,,,
306,The Frogs,,keter,biohazard,,,,,,,,,,,,
307,Carnivorous Ivy,,keter,plant,,,,,,,,,,,,
308,Aztec Burial Sarcophagus,,euclid,container,,,,,,,,,,,,
309,Plush Toy,,euclid,cognitohazard,,,,,,,cognitohazard,,,,,
310,Eternal Flame,,safe,appliance,,,,,,,,,,,,
311,Tactile Displacement Gloves,,safe,clothing,,,,,,,,,,,,
312,Atmospheric Jellyfish,,euclid,animal,,,,,,animal,,,,,,
313,Powerful Hand Dryer,,safe,ectoentropic,,,,,,,,,,,,
314,Motion-Seeking Blade,,euclid,autonomous,,,,,,,autonomous,sentient,,,,
315,The Recorded Man,,safe,recording,,,,,,,,,,,,
316,Color-Draining Light,,safe,cognitohazard,,,,,,,cognitohazard,,,,,
317,Cretaceous Physicist,,safe,sentient,,,,,,,,sentient,,,,
318,Soul Press,,safe,artifact,,,,,,,,artifact,,,,
319,A Curious Device,,keter,extradimensional,,,,,,extradimensional,,artifact,,,,
320,Higgs Field Acceleration Manipulator,,euclid,spacetime,,,,,,,,,,,,
321,Child of Man,,safe,humanoid,,,,,humanoid,,,,,,,
322,Grow Your Own Castle Kit,,safe,building,,,,,,,,,,,,
323,Wendigo Skull,,euclid,sentient,,,,,,,,sentient,,,,
324,Eulogy Shrub,,safe,plant,,,,,,,,,,,,
325,The Detergent,,safe,biohazard,,,,,,,,,,,,
326,A Chinese Peasant,,euclid,humanoid,,,,,humanoid,,,sentient,,,,Chinese
327,The Mermaid,,euclid,humanoid,,,,,humanoid,animal,,,,,,
328,Alien Disc,,safe,extradimensional,,,,,,extradimensional,,,,,,
329,The Cancer Garden,,euclid,building,,,,,,,,,,,,
330,Take Only Two,,safe,container,,,,,,,,,,,,
331,Tumbles,,safe,jewelry,,,,,,,,,,,,
332,The 1976 Kirk Lonwood High School Marching Band,,euclid,humanoid,,,,,humanoid,,cognitohazard,,,,,
333,City in a Symphony,,euclid,city,,,,,,,,,,,,
334,Stellar Vulpine,,euclid,sentient,,,,,,,,sentient,,,,
335,"One Hundred and Fifty 3.5"" Floppy Disks",,safe,computer,,,,,,computer,,,,,,
336,Lilith,,euclid,humanoid,,,,,humanoid,,,,,Female,,Middle East
337,Hairball,,euclid,sentient,,,,,,,,sentient,,,,
338,A Portable Radio,,safe,appliance,,,,,,,,,,,,
339,"Be Silent, Be Still",,keter,acoustic,,,,,,,,,,,,
340,Viral Rebreather Membrane,,safe,biohazard,,,,,,,,,,,,
341,A Collection of Extra-Solar Orreries,,safe,artifact,,,,,,,,artifact,,,,
343,God,,safe,humanoid,,,,,humanoid,,,,,,,
344,Schrödinger's Can Opener,,safe,transfiguration,,,,,,,,,,,,
345,Stone Puzzle Cube,,safe,toy,,,,,,,,,,,,
346,Pterry the Pterodactyl,,safe,animal,,,,,,animal,,,,,,
347,The Invisible Woman,,euclid,humanoid,,,,,humanoid,,,sentient,,,,
349,The Philosopher's Stone and the Graveyard of the Immortals,,safe,artifact,,,,,,,,artifact / location,,,,
350,Unbreakable Contract,,safe,mind-affecting,,,,,,,,,,,,
352,Baba Yaga,,keter,humanoid,,,,,humanoid,,,sentient,,,,
353,Vector,,keter,humanoid,,,,,humanoid,,,,,,,
356,Autointerrogation,,euclid,humanoid,,,,,humanoid,,,,,,,
358,"A ""Deserted"" Hospital",,euclid,building,,,,,,,,,,,,
359,The Hawk,,euclid,metallic,,,,,,,,,,,,
360,Ascendance,,euclid,visual,,,,,,,,,,,,
362,A Cool T-Shirt,,euclid,humanoid,,,,,humanoid,,,,,,,
363,Not Centipedes,,keter,anthropod,,,,,,,,,,,,
364,Ionian Drop Point,,safe,extraterrestrial,,,,,,,,,,,,
365,Pool Noodle,,euclid,extradimensional,,,,,,extradimensional,,artifact,,,,
366,Carriage Grubs,,euclid,extraterrestrial,,,,,,,,,,,,
367,Little Dog,,euclid,alive,,,,,,,,,,,,
368,Paper Crane,,safe,artifact,,,,,,,,artifact,,,,
369,Living Migratory Roadwork,,euclid,autonomous,,,,,,,autonomous,,,,,
370,A Key,,keter,cognitohazard,,,,,,,cognitohazard,,,,,
371,Macrovirus,,euclid,virus,,,,,,,,,,,,
372,Peripheral Jumper,,euclid,sapient,,,,,,,,,,,,
373,Ghost Record,,safe,artifact,,,,,,,,artifact,,,,
374,Oracular Guillotine,,safe,Weapon,MC&D Ltd,,,,,,,,,,,
375,Forever A-Loan,,euclid,extradimensional,,,,,,extradimensional,,,,,,
376,The Traffic Light Tree,,safe,electronic,,,,,,,,,,,,
377,Accurate Fortune Cookies,,safe,food,,,,,,,,,,,,
379,Mechanical Pheromone,,safe,electronic,,,,,,,,,,,,
380,Biological Networking Device,,safe,computer,,,,,,computer,,,,,,
381,The Pyrotechnic Polyphony,,safe,document,,,,,,,,,,,,
382,Haunted Baby Carriage,,euclid,humanoid,,,,,humanoid,,cognitohazard,,,,,
383,Variably Useful Flu,,euclid,biohazard,,,,,,,,,,,,
385,Personal Anti-Gravity Field Generator,,safe,clothing,The Factory,,,,,,,,,,,
386,Eternal Fungus,,euclid,alive,,,,,,,,,,,,
387,Living Lego,,safe,autonomous,,,,,,,autonomous,sentient,,,,
388,Ultimate Frisbee,,euclid,toy,,,,,,,,,,,,
389,Message in a Bottle,,safe,extradimensional,,,,,,extradimensional,,,,,,
390,Ancient Death Ray,,safe,Weapon,,,,,,,,,,,,
391,The Midas Owl,,safe,animal,,,,,,animal,,,,,,
392,"A Plant Now Found in Site-103, and Formerly Found in the Households of Nobility",,safe,humanoid,,,,,humanoid,,,,,,,
393,The Memory Planner,,euclid,mind-affecting,,,,,,,,,,,,
394,Ear Candles,,safe,transfiguration,,,,,,,,,,,,
395,The Bottle Baby,,euclid,humanoid,,,,,humanoid,,,,,,,
396,"And Suddenly, Chair",,keter,furniture,,,,,,,,,,,,
397,A Hominidae,,safe,animal,,,,,,animal,,sentient,,,,
398,The Greeting Hall,,euclid,structure,,,,,structure,,,,,,,
399,Atomic Manipulation Ring,,safe,transfiguration,,,,,,,,,,,,
400,Beautiful Babies,,euclid,cognitohazard,,,,,,,cognitohazard,,,,,
401,A Palm Tree,,euclid,humanoid,,,,,humanoid,,,,,,,
402,Obsidian Absorber,,euclid,ectoentropic,,,,,,,,,,,,
403,Escalating Lighter,,safe,ectoentropic,,,,,,,,,,,,
404,"Memories Lost, Memories Found",,safe,container,,,,,,,,,,,,
405,Telepathy Virus,,keter,mind-affecting,,,,,,,,,,,,
406,Sleepwalker's Tunnel,,euclid,humanoid structure,,,,,humanoid / structure,,,,,,,
407,The Song of Genesis,,euclid,transfiguration,Serpents Hand,,,,,,,,,,,
408,Illusory Butterflies,,safe,alive,,,,,,,,,,,,
409,Contagious Crystal,,keter,transfiguration,,,,,,,,,,,,
410,Editor Beetles,,safe,alive,,,,,,,,,,,,
411,Ancient Precog,,safe,humanoid,,,,,humanoid,,,,,male,,white
413,Endless Garage,,safe,building,,,,,,,,,,,,
414,"Regardless, I Might Prefer Myself Sick",,keter,humanoid,,,,,humanoid,,cognitohazard,sentient,,,,
415,The Harvested Man,,safe,humanoid,,,,,humanoid,extradimensional,,sentient,,,,
416,Infinite Forest,,euclid,location,,,,,,,,location,,,,
417,The Plague Tree,,euclid,plant,,,,,,,,,,,,
418,Human Jigsaw,,safe,humanoid,MC&D Ltd,,,,humanoid,,,sentient,,,,Native American
419,Window to the World,,safe,extradimensional,,,,,,extradimensional,,,,,,
420,Aggressive Skin Condition,,safe,liquid,,,,,,,,,,,,
421,Shoal of Driftwood,,euclid,autonomous,,,,,,,autonomous,sentient,,,,
422,Patchwork Beast,,safe,animal,,,,,,animal,,sentient,,,,
423,Self-Inserting Character,,safe,sentient,,,,,,,,sentient,,,,
424,Nanomimes,,safe,alive,,,,,,,,,,,,
425,The Infinity Broadcast,,euclid,cognitohazard,,,,,,,cognitohazard,,,,,
427,Lovecraftian Locket,,safe,transfiguration,,,,,,,,,,,,
428,The Crowd,,euclid,humanoid,,,,,humanoid,,,,,,,
429,Clockwork Teleporter,,safe,artifact,,,,,,,,artifact,,,,
430,A Peasant's Punishment,,euclid,cognitohazard,,,,,,,cognitohazard,artifact,,,,
431,Dr. Gideon,,euclid,humanoid,,,,,humanoid,,,sentient,,,,
